A,B,C,D,target
888.0,774.0,35.0,430.0,4918.0
592.0,877.0,716.0,387.0,7975.5
750.0,984.0,71.0,976.0,6271.0
713.0,23.0,620.0,492.0,5333.0
256.0,648.0,914.0,729.0,8119.5
194.0,698.0,206.0,831.0,4758.5
455.0,330.0,658.0,614.0,6111.0
371.0,426.0,367.0,497.0,4600.5
259.0,634.0,913.0,791.0,8171.5
237.0,251.0,366.0,920.0,4437.0
254.0,882.0,847.0,992.0,8877.0
777.0,50.0,431.0,500.0,4609.0
258.0,284.0,460.0,186.0,3947.0
287.0,393.0,331.0,44.0,3474.0
41.0,885.0,265.0,235.0,4414.5
65.0,450.0,797.0,332.0,5963.0
320.0,30.0,680.0,422.0,4763.0
997.0,269.0,182.0,424.0,4347.0
162.0,721.0,936.0,828.0,8409.0
832.0,785.0,830.0,742.0,9282.0
623.0,706.0,307.0,114.0,5070.0
142.0,754.0,334.0,741.0,5327.5
905.0,399.0,986.0,977.0,9402.5
18.0,271.0,424.0,595.0,3861.5
233.0,281.0,11.0,684.0,2390.0
921.0,132.0,190.0,149.0,3411.5
444.0,240.0,915.0,226.0,6522.0
842.0,197.0,80.0,394.0,3266.0
513.0,329.0,397.0,145.0,4215.5
323.0,798.0,110.0,99.0,3738.5
708.0,280.0,596.0,590.0,6121.0
915.0,457.0,122.0,550.0,4636.0
148.0,642.0,129.0,881.0,4188.5
295.0,315.0,468.0,3.0,3879.5
394.0,678.0,807.0,270.0,7262.0
938.0,713.0,928.0,277.0,9070.5
153.0,984.0,4.0,440.0,3938.0
965.0,761.0,485.0,854.0,7919.0
725.0,566.0,68.0,635.0,4440.5
325.0,493.0,877.0,196.0,6808.0
2.0,797.0,802.0,42.0,6468.0
535.0,291.0,437.0,551.0,4954.5
4.0,194.0,794.0,968.0,6012.0
318.0,12.0,125.0,250.0,1672.0
589.0,758.0,814.0,427.0,8162.5
905.0,90.0,731.0,222.0,6068.0
37.0,377.0,1000.0,137.0,6410.5
587.0,773.0,521.0,534.0,6899.0
721.0,233.0,731.0,63.0,5890.5
38.0,439.0,232.0,144.0,2769.0
558.0,588.0,130.0,453.0,4209.5
70.0,363.0,833.0,588.0,6276.0
430.0,790.0,790.0,266.0,7579.0
518.0,187.0,313.0,942.0,4575.0
366.0,217.0,509.0,559.0,4766.5
163.0,993.0,561.0,765.0,7257.5
898.0,197.0,46.0,323.0,3101.5
559.0,779.0,286.0,324.0,5371.0
308.0,625.0,441.0,645.0,5663.5
633.0,979.0,918.0,788.0,9975.0
544.0,425.0,520.0,289.0,5396.5
474.0,436.0,613.0,937.0,6726.5
434.0,541.0,145.0,754.0,4347.0
333.0,358.0,456.0,908.0,5382.0
550.0,919.0,715.0,608.0,8344.0
954.0,891.0,917.0,92.0,9304.0
568.0,254.0,154.0,887.0,3998.5
145.0,86.0,965.0,734.0,6474.0
575.0,250.0,228.0,306.0,3499.0
214.0,959.0,758.0,635.0,8047.5
258.0,278.0,469.0,36.0,3749.0
747.0,295.0,992.0,70.0,7444.0
919.0,222.0,255.0,625.0,4716.5
467.0,481.0,813.0,867.0,7742.5
477.0,335.0,186.0,424.0,3525.0
47.0,154.0,951.0,199.0,5609.5
645.0,595.0,134.0,670.0,4750.0
624.0,651.0,765.0,688.0,8058.0
748.0,852.0,381.0,653.0,6936.5
751.0,374.0,623.0,650.0,6714.0
716.0,817.0,926.0,688.0,9545.0
473.0,898.0,702.0,528.0,7942.0
249.0,413.0,271.0,144.0,3308.0
157.0,135.0,154.0,750.0,2614.0
473.0,74.0,196.0,952.0,3576.0
799.0,952.0,415.0,116.0,6703.0
871.0,683.0,49.0,19.0,4064.5
364.0,304.0,42.0,653.0,2829.5
307.0,470.0,383.0,27.0,3979.5
888.0,517.0,116.0,917.0,5282.5
440.0,334.0,774.0,454.0,6433.0
916.0,884.0,140.0,747.0,6304.5
791.0,13.0,623.0,827.0,5976.5
948.0,970.0,484.0,428.0,7868.0
200.0,637.0,514.0,163.0,5125.5
758.0,923.0,753.0,164.0,8296.0
880.0,446.0,571.0,862.0,7246.0
704.0,292.0,252.0,160.0,3784.0
355.0,98.0,930.0,601.0,6555.5
240.0,141.0,807.0,186.0,5217.0
844.0,456.0,158.0,34.0,3897.0
604.0,325.0,797.0,286.0,6597.0
269.0,975.0,599.0,546.0,7277.0
243.0,501.0,617.0,100.0,5224.0
814.0,451.0,1000.0,748.0,9103.0
529.0,488.0,412.0,306.0,5041.0
817.0,368.0,561.0,611.0,6459.5
51.0,608.0,123.0,918.0,3918.0
414.0,421.0,379.0,995.0,5478.5
202.0,491.0,193.0,307.0,3302.5
45.0,0.0,634.0,384.0,3836.0
555.0,964.0,287.0,783.0,6611.5
535.0,21.0,97.0,657.0,2603.5
739.0,773.0,519.0,821.0,7623.5
87.0,430.0,553.0,738.0,5336.0
858.0,431.0,860.0,525.0,8096.5
39.0,111.0,128.0,500.0,1801.0
983.0,812.0,689.0,977.0,9312.5
352.0,796.0,861.0,132.0,7595.0
438.0,314.0,758.0,421.0,6239.5
40.0,641.0,790.0,725.0,7040.5
190.0,486.0,488.0,861.0,5569.5
837.0,656.0,502.0,234.0,6503.0
690.0,380.0,15.0,645.0,3562.5
1.0,726.0,14.0,930.0,3645.0
995.0,621.0,622.0,54.0,7044.0
277.0,581.0,579.0,273.0,5601.5
907.0,509.0,43.0,106.0,3715.0
606.0,948.0,451.0,466.0,7010.0
606.0,881.0,930.0,710.0,9570.0
836.0,444.0,555.0,197.0,6074.5
635.0,59.0,395.0,73.0,3531.5
104.0,928.0,264.0,95.0,4454.5
274.0,584.0,761.0,657.0,7090.5
674.0,745.0,611.0,668.0,7640.0
31.0,462.0,685.0,506.0,5632.0
911.0,156.0,800.0,210.0,6605.0
862.0,775.0,341.0,176.0,6018.0
128.0,404.0,331.0,818.0,4350.0
307.0,895.0,95.0,176.0,4038.0
729.0,879.0,383.0,618.0,6937.0
945.0,507.0,25.0,117.0,3711.5
242.0,493.0,521.0,921.0,5949.5
965.0,8.0,408.0,369.0,4547.5
498.0,815.0,59.0,520.0,4516.0
952.0,170.0,538.0,175.0,5366.5
343.0,694.0,93.0,205.0,3540.5
127.0,284.0,498.0,3.0,3600.5
832.0,818.0,799.0,426.0,8752.0
232.0,717.0,671.0,435.0,6622.5
197.0,863.0,717.0,614.0,7489.0
322.0,959.0,823.0,608.0,8548.0
108.0,859.0,796.0,914.0,8144.0
765.0,429.0,782.0,278.0,7144.0
27.0,74.0,344.0,978.0,3463.0
383.0,67.0,868.0,626.0,6246.0
233.0,922.0,554.0,795.0,7194.5
143.0,917.0,741.0,732.0,7840.0
225.0,953.0,66.0,75.0,3751.5
118.0,911.0,796.0,848.0,8221.0
285.0,242.0,259.0,372.0,3149.0
191.0,32.0,109.0,98.0,1170.0
192.0,522.0,852.0,439.0,6868.5
764.0,761.0,772.0,445.0,8338.5
852.0,162.0,742.0,921.0,7281.5
314.0,138.0,375.0,293.0,3356.5
935.0,963.0,280.0,737.0,7264.5
825.0,345.0,451.0,716.0,6014.0
544.0,296.0,239.0,585.0,4048.5
270.0,486.0,85.0,883.0,3747.5
646.0,389.0,76.0,398.0,3436.0
421.0,305.0,993.0,27.0,6762.5
571.0,896.0,698.0,644.0,8286.0
835.0,127.0,854.0,294.0,6762.0
7.0,245.0,551.0,433.0,4153.5
386.0,937.0,758.0,279.0,7791.5
193.0,192.0,427.0,913.0,4466.5
613.0,547.0,919.0,561.0,8303.5
649.0,723.0,55.0,880.0,5062.0
797.0,841.0,308.0,873.0,6966.5
825.0,82.0,798.0,289.0,6319.5
986.0,783.0,985.0,110.0,9411.0
473.0,234.0,836.0,528.0,6620.0
818.0,883.0,274.0,502.0,6408.0
947.0,749.0,942.0,615.0,9773.5
497.0,120.0,454.0,685.0,4651.5
135.0,313.0,39.0,389.0,1987.5
857.0,451.0,943.0,25.0,7819.5
162.0,328.0,331.0,522.0,3746.0
865.0,480.0,842.0,451.0,8056.5
842.0,596.0,717.0,83.0,7181.5
452.0,40.0,125.0,196.0,1943.0
626.0,908.0,833.0,514.0,8912.0
819.0,148.0,587.0,879.0,6335.5
655.0,581.0,970.0,26.0,7942.0
831.0,787.0,512.0,623.0,7517.5
462.0,805.0,245.0,424.0,5200.0
682.0,63.0,726.0,342.0,5696.0
210.0,128.0,64.0,280.0,1544.0
736.0,538.0,25.0,44.0,3277.0
104.0,877.0,950.0,892.0,8927.0
54.0,835.0,397.0,915.0,5970.5
824.0,715.0,475.0,630.0,7113.0
392.0,432.0,360.0,260.0,4270.0
342.0,611.0,351.0,135.0,4474.5
818.0,152.0,12.0,948.0,3574.0
366.0,47.0,290.0,546.0,3142.0
839.0,329.0,784.0,658.0,7572.0
250.0,526.0,133.0,281.0,3164.5
375.0,978.0,528.0,212.0,6642.0
231.0,694.0,953.0,435.0,7961.5
272.0,180.0,434.0,325.0,3741.5
525.0,320.0,153.0,254.0,3156.0
668.0,63.0,498.0,970.0,5470.0
911.0,454.0,921.0,76.0,7903.0
720.0,258.0,187.0,239.0,3507.5
844.0,591.0,472.0,824.0,7057.0
50.0,505.0,492.0,913.0,5444.5
810.0,688.0,231.0,122.0,5022.0
12.0,108.0,87.0,786.0,1962.0
343.0,125.0,916.0,759.0,6779.5
581.0,61.0,220.0,17.0,2470.5
205.0,930.0,366.0,876.0,6344.0
937.0,713.0,660.0,890.0,8648.0
982.0,171.0,339.0,611.0,5088.5
445.0,163.0,229.0,770.0,3679.0
700.0,409.0,820.0,433.0,7376.5
540.0,620.0,560.0,303.0,6194.5
878.0,488.0,509.0,16.0,5789.0
825.0,619.0,335.0,752.0,6310.0
45.0,665.0,661.0,986.0,6869.0
682.0,150.0,236.0,161.0,3235.5
96.0,828.0,654.0,796.0,7140.0
875.0,55.0,442.0,183.0,4399.5
90.0,850.0,645.0,123.0,6139.5
263.0,372.0,783.0,982.0,7030.0
842.0,686.0,946.0,661.0,9463.5
249.0,932.0,201.0,510.0,5064.0
973.0,165.0,762.0,603.0,7155.5
570.0,36.0,493.0,582.0,4586.0
913.0,718.0,516.0,915.0,7932.5
182.0,899.0,336.0,589.0,5624.5
695.0,650.0,319.0,143.0,5149.5
242.0,406.0,287.0,93.0,3276.5
317.0,42.0,412.0,442.0,3483.0
625.0,612.0,23.0,718.0,4278.0
887.0,694.0,575.0,751.0,7857.5
94.0,199.0,405.0,741.0,3921.5
275.0,644.0,573.0,604.0,6253.0
123.0,653.0,341.0,646.0,4879.0
9.0,44.0,157.0,66.0,1034.0
886.0,729.0,932.0,307.0,9079.5
119.0,161.0,431.0,312.0,3344.0
594.0,762.0,477.0,892.0,7197.0
309.0,404.0,499.0,575.0,5187.5
822.0,562.0,162.0,128.0,4332.0
817.0,686.0,910.0,113.0,8411.5
315.0,637.0,926.0,839.0,8429.5
188.0,458.0,217.0,495.0,3577.5
540.0,77.0,835.0,585.0,6363.5
232.0,200.0,848.0,114.0,5475.0
772.0,326.0,535.0,0.0,5197.0
88.0,322.0,969.0,873.0,7296.5
463.0,324.0,142.0,445.0,3275.5
496.0,790.0,416.0,802.0,6645.0
410.0,985.0,321.0,77.0,5495.5
844.0,370.0,998.0,383.0,8362.5
322.0,140.0,206.0,645.0,3061.5
400.0,110.0,393.0,166.0,3344.0
81.0,468.0,395.0,131.0,3737.5
276.0,51.0,180.0,131.0,1801.5
621.0,897.0,455.0,198.0,6505.0
996.0,334.0,498.0,173.0,5743.5
663.0,680.0,57.0,959.0,5089.5
405.0,194.0,290.0,834.0,4093.0
411.0,24.0,852.0,556.0,5988.0
358.0,230.0,159.0,939.0,3609.5
96.0,773.0,112.0,897.0,4416.5
652.0,65.0,703.0,331.0,5510.5
862.0,742.0,170.0,144.0,5016.0
504.0,370.0,840.0,257.0,6703.5
173.0,133.0,427.0,14.0,2901.0
187.0,131.0,168.0,15.0,1629.5
145.0,145.0,580.0,90.0,3760.0
165.0,638.0,802.0,497.0,6999.5
563.0,318.0,96.0,161.0,2801.5
968.0,770.0,212.0,691.0,6342.5
7.0,740.0,2.0,272.0,2652.0
352.0,780.0,482.0,347.0,5974.5
721.0,539.0,854.0,981.0,8800.5
136.0,186.0,924.0,501.0,6201.5
380.0,135.0,913.0,415.0,6352.5
286.0,481.0,356.0,741.0,4906.5
733.0,798.0,843.0,138.0,8282.0
757.0,104.0,305.0,773.0,4510.5
307.0,116.0,946.0,127.0,5882.5
987.0,272.0,425.0,483.0,5639.5
923.0,380.0,829.0,414.0,7752.0
710.0,307.0,299.0,687.0,4866.5
618.0,371.0,538.0,0.0,5039.0
519.0,363.0,866.0,566.0,7306.0
530.0,421.0,191.0,669.0,4281.5
747.0,873.0,792.0,956.0,9507.0
206.0,474.0,979.0,287.0,7159.5
105.0,796.0,720.0,901.0,7549.5
574.0,370.0,898.0,576.0,7612.0
309.0,146.0,896.0,620.0,6466.0
33.0,566.0,171.0,839.0,3877.5
124.0,310.0,258.0,295.0,2910.5
830.0,772.0,424.0,889.0,7429.5
328.0,453.0,924.0,965.0,8082.5
762.0,48.0,275.0,903.0,4397.5
996.0,65.0,573.0,247.0,5422.5
316.0,621.0,211.0,199.0,3848.5
501.0,165.0,604.0,217.0,4842.5
301.0,255.0,454.0,65.0,3734.5
0.0,274.0,259.0,958.0,3554.0
919.0,553.0,405.0,54.0,5603.0
670.0,212.0,952.0,791.0,7922.5
933.0,187.0,191.0,705.0,4439.5
744.0,801.0,177.0,121.0,4957.5
840.0,529.0,286.0,629.0,5640.5
406.0,820.0,736.0,907.0,8312.5
18.0,139.0,851.0,244.0,5074.0
138.0,359.0,47.0,216.0,1912.0
436.0,771.0,17.0,662.0,4263.0
216.0,797.0,203.0,180.0,4108.0
458.0,661.0,532.0,131.0,5755.5
894.0,853.0,79.0,585.0,5619.5
582.0,826.0,990.0,75.0,8704.5
983.0,51.0,590.0,71.0,5175.5
48.0,882.0,74.0,512.0,3880.0
332.0,125.0,246.0,266.0,2668.0
775.0,626.0,719.0,666.0,8022.0
909.0,182.0,489.0,844.0,6075.0
949.0,671.0,229.0,26.0,5095.0
439.0,221.0,442.0,985.0,5228.5
1.0,607.0,978.0,795.0,7905.5
81.0,954.0,850.0,739.0,8382.5
296.0,496.0,858.0,249.0,6743.5
82.0,585.0,719.0,944.0,6930.0
274.0,354.0,237.0,217.0,3120.5
793.0,33.0,772.0,900.0,6895.0
146.0,764.0,637.0,50.0,5844.0
75.0,262.0,647.0,609.0,5084.5
357.0,820.0,325.0,769.0,5952.5
918.0,690.0,686.0,79.0,7454.5
98.0,813.0,104.0,523.0,3939.5
353.0,245.0,773.0,803.0,6510.5
320.0,367.0,391.0,196.0,3990.0
82.0,987.0,6.0,859.0,4443.5
534.0,894.0,684.0,852.0,8448.0
735.0,357.0,249.0,26.0,3825.0
413.0,940.0,811.0,364.0,8247.0
161.0,159.0,333.0,609.0,3377.5
433.0,541.0,381.0,889.0,5727.5
563.0,714.0,433.0,388.0,6015.0
766.0,142.0,518.0,86.0,4677.0
49.0,999.0,646.0,143.0,6539.5
475.0,156.0,167.0,647.0,3223.5
579.0,367.0,937.0,288.0,7376.0
656.0,656.0,429.0,946.0,6844.0
557.0,653.0,900.0,401.0,8174.5
895.0,827.0,558.0,376.0,7625.0
286.0,991.0,716.0,191.0,7411.5
714.0,833.0,955.0,750.0,9827.0
561.0,552.0,849.0,288.0,7455.0
222.0,642.0,902.0,747.0,8000.5
101.0,683.0,402.0,560.0,5101.0
849.0,786.0,625.0,482.0,7904.0
777.0,741.0,5.0,502.0,4555.0
925.0,426.0,340.0,679.0,5846.5
411.0,320.0,447.0,2.0,4020.0
732.0,790.0,622.0,623.0,7878.5
208.0,626.0,383.0,415.0,4831.5
764.0,477.0,360.0,544.0,5575.0
635.0,174.0,355.0,670.0,4572.0
370.0,65.0,599.0,424.0,4566.0
223.0,811.0,296.0,167.0,4609.5
467.0,550.0,350.0,399.0,4932.5
979.0,662.0,567.0,169.0,7032.5
159.0,704.0,518.0,155.0,5252.5
776.0,904.0,172.0,76.0,5238.0
839.0,235.0,288.0,537.0,4628.5
277.0,297.0,453.0,279.0,4128.5
536.0,787.0,60.0,757.0,4868.5
281.0,425.0,411.0,125.0,4079.5
74.0,402.0,400.0,808.0,4566.0
133.0,501.0,689.0,459.0,5902.5
621.0,927.0,169.0,470.0,5573.0
961.0,204.0,770.0,31.0,6430.5
617.0,113.0,197.0,156.0,2792.0
221.0,489.0,889.0,59.0,6442.5
834.0,924.0,643.0,219.0,7983.5
893.0,446.0,604.0,244.0,6510.0
150.0,65.0,545.0,819.0,4448.5
556.0,815.0,456.0,106.0,5996.0
450.0,813.0,955.0,588.0,8996.0
881.0,424.0,407.0,487.0,5799.5
552.0,699.0,70.0,764.0,4697.0
692.0,401.0,213.0,499.0,4400.5
653.0,559.0,608.0,473.0,6732.5
636.0,575.0,443.0,46.0,5281.0
235.0,537.0,555.0,653.0,5835.5
92.0,844.0,881.0,953.0,8550.5
707.0,607.0,664.0,89.0,6688.5
98.0,837.0,465.0,652.0,6010.0
256.0,895.0,262.0,732.0,5605.0
790.0,202.0,80.0,674.0,3597.0
773.0,971.0,404.0,28.0,6521.0
90.0,944.0,66.0,35.0,3394.5
442.0,601.0,214.0,440.0,4417.0
423.0,849.0,651.0,110.0,6813.0
253.0,488.0,138.0,232.0,3008.0
524.0,673.0,288.0,708.0,5569.0
936.0,28.0,291.0,527.0,4201.5
905.0,927.0,702.0,588.0,8983.0
587.0,660.0,217.0,521.0,5020.5
482.0,14.0,342.0,372.0,3274.0
849.0,334.0,830.0,771.0,8006.5
639.0,980.0,754.0,690.0,9023.0
877.0,111.0,783.0,239.0,6360.5
137.0,888.0,401.0,967.0,6393.5
182.0,776.0,762.0,481.0,7223.5
61.0,435.0,343.0,735.0,4244.5
166.0,160.0,989.0,654.0,6738.0
823.0,14.0,736.0,24.0,5404.0
646.0,80.0,907.0,481.0,6788.5
826.0,31.0,718.0,405.0,5942.5
816.0,556.0,708.0,998.0,8337.0
303.0,526.0,128.0,983.0,4298.5
174.0,884.0,428.0,973.0,6599.5
273.0,481.0,608.0,170.0,5284.0
941.0,131.0,303.0,22.0,3823.0
959.0,541.0,283.0,301.0,5407.5
666.0,73.0,183.0,262.0,2859.0
80.0,146.0,947.0,48.0,5405.0
257.0,310.0,959.0,974.0,7700.0
854.0,802.0,109.0,419.0,5287.5
713.0,857.0,134.0,83.0,4791.5
58.0,601.0,14.0,213.0,2308.5
914.0,30.0,104.0,663.0,3432.5
495.0,602.0,238.0,692.0,5024.0
76.0,786.0,174.0,460.0,4070.0
167.0,187.0,816.0,278.0,5392.0
295.0,494.0,113.0,142.0,2850.0
619.0,351.0,190.0,461.0,3932.5
746.0,118.0,442.0,91.0,4192.5
821.0,495.0,59.0,994.0,4913.0
29.0,177.0,574.0,960.0,4899.0
863.0,374.0,378.0,891.0,6074.5
540.0,869.0,597.0,17.0,6697.5
591.0,641.0,868.0,542.0,8258.0
834.0,346.0,814.0,186.0,7055.0
501.0,161.0,607.0,918.0,5897.0
111.0,800.0,137.0,675.0,4319.5
517.0,697.0,56.0,11.0,3421.5
443.0,328.0,682.0,261.0,5671.5
943.0,1000.0,166.0,295.0,6158.5
438.0,981.0,936.0,422.0,9132.0
895.0,94.0,446.0,523.0,5086.5
753.0,418.0,237.0,450.0,4620.0
261.0,799.0,296.0,660.0,5389.0
379.0,279.0,661.0,223.0,5234.5
503.0,771.0,897.0,478.0,8521.0
544.0,839.0,618.0,281.0,7116.5
682.0,663.0,638.0,433.0,7192.5
568.0,943.0,921.0,227.0,8910.5
316.0,938.0,161.0,495.0,4993.5
335.0,753.0,879.0,988.0,8806.0
910.0,266.0,204.0,725.0,4725.5
344.0,855.0,299.0,665.0,5745.5
187.0,538.0,511.0,77.0,4658.5
449.0,876.0,327.0,676.0,6175.0
499.0,136.0,59.0,975.0,3163.5
588.0,898.0,804.0,133.0,8089.5
180.0,300.0,338.0,651.0,3926.5
320.0,991.0,814.0,736.0,8787.0
989.0,899.0,428.0,797.0,8010.5
973.0,533.0,847.0,426.0,8419.0
406.0,260.0,212.0,401.0,3253.5
559.0,454.0,895.0,525.0,7742.5
970.0,825.0,771.0,755.0,9402.5
221.0,409.0,211.0,192.0,3012.0
447.0,648.0,586.0,643.0,6732.5
785.0,966.0,350.0,301.0,6669.5
265.0,64.0,726.0,467.0,5052.5
220.0,435.0,608.0,510.0,5550.0
903.0,195.0,599.0,19.0,5414.5
623.0,112.0,803.0,443.0,6261.5
47.0,319.0,75.0,740.0,2536.0
754.0,365.0,730.0,20.0,6283.0
363.0,625.0,187.0,917.0,4911.5
524.0,677.0,174.0,979.0,5417.5
452.0,508.0,493.0,52.0,4971.0
177.0,72.0,550.0,671.0,4326.5
588.0,942.0,122.0,528.0,5404.0
974.0,387.0,631.0,393.0,6853.5
112.0,848.0,492.0,375.0,5790.5
534.0,106.0,34.0,626.0,2495.0
83.0,993.0,831.0,493.0,8039.5
307.0,133.0,890.0,431.0,6109.5
629.0,628.0,332.0,157.0,5037.5
562.0,58.0,952.0,772.0,7216.0
217.0,232.0,191.0,550.0,2910.0
126.0,688.0,740.0,877.0,7331.5
521.0,718.0,1.0,23.0,3235.5
490.0,191.0,341.0,59.0,3346.5
260.0,581.0,461.0,434.0,5219.0
326.0,917.0,750.0,628.0,8095.0
18.0,350.0,148.0,556.0,2660.0
23.0,153.0,930.0,216.0,5479.0
99.0,535.0,626.0,251.0,5309.5
197.0,855.0,216.0,910.0,5404.0
361.0,387.0,897.0,660.0,7358.0
754.0,821.0,46.0,415.0,4823.5
532.0,883.0,118.0,563.0,5147.5
379.0,746.0,673.0,500.0,7111.0
53.0,633.0,284.0,717.0,4500.5
259.0,525.0,229.0,994.0,4729.0
490.0,840.0,761.0,132.0,7503.0
270.0,610.0,427.0,150.0,4730.0
562.0,227.0,516.0,956.0,5819.0
540.0,394.0,220.0,566.0,4211.0
181.0,784.0,632.0,829.0,7117.5
352.0,753.0,19.0,729.0,4151.5
382.0,315.0,619.0,407.0,5414.5
228.0,938.0,249.0,960.0,5955.0
101.0,170.0,462.0,118.0,3199.0
299.0,92.0,959.0,13.0,5688.5
310.0,129.0,821.0,417.0,5737.5
90.0,252.0,488.0,305.0,3833.5
818.0,387.0,573.0,955.0,7094.5
349.0,146.0,223.0,459.0,2939.5
795.0,775.0,396.0,313.0,6364.5
572.0,612.0,530.0,195.0,5922.5
28.0,603.0,466.0,495.0,4937.5
895.0,927.0,139.0,858.0,6553.0
471.0,422.0,955.0,704.0,8039.0
623.0,561.0,221.0,974.0,5495.0
587.0,937.0,521.0,913.0,7959.5
122.0,769.0,241.0,955.0,5188.5
233.0,616.0,373.0,838.0,5436.0
608.0,648.0,960.0,78.0,8077.0
624.0,929.0,17.0,116.0,4294.0
169.0,576.0,42.0,56.0,2360.0
849.0,891.0,612.0,287.0,7861.5
626.0,95.0,505.0,330.0,4557.0
826.0,88.0,137.0,881.0,3922.5
702.0,440.0,709.0,745.0,7386.5
616.0,185.0,838.0,481.0,6698.5
66.0,299.0,794.0,190.0,5284.0
687.0,470.0,707.0,985.0,7796.5
200.0,63.0,982.0,672.0,6507.0
387.0,89.0,976.0,466.0,6620.0
941.0,567.0,139.0,305.0,4735.5
168.0,68.0,619.0,403.0,4239.5
670.0,15.0,662.0,115.0,4867.5
162.0,334.0,688.0,641.0,5727.5
236.0,399.0,632.0,629.0,5772.5
495.0,164.0,758.0,815.0,6494.5
67.0,982.0,192.0,51.0,4116.5
501.0,359.0,300.0,372.0,4137.0
826.0,145.0,550.0,347.0,5357.5
189.0,635.0,893.0,220.0,7078.0
935.0,195.0,772.0,894.0,7656.0
284.0,573.0,662.0,258.0,5984.0
413.0,129.0,133.0,271.0,2284.5
238.0,68.0,253.0,787.0,3125.5
102.0,222.0,63.0,204.0,1491.0
700.0,808.0,962.0,954.0,10065.0
339.0,643.0,627.0,998.0,7239.0
66.0,106.0,236.0,784.0,2806.0
157.0,925.0,764.0,830.0,8154.0
280.0,104.0,390.0,487.0,3552.5
40.0,978.0,787.0,509.0,7712.5
643.0,119.0,892.0,342.0,6616.0
141.0,8.0,616.0,298.0,3833.0
558.0,29.0,29.0,916.0,2722.0
916.0,325.0,457.0,442.0,5755.0
968.0,9.0,972.0,424.0,7459.0
788.0,202.0,748.0,684.0,6948.0
899.0,719.0,538.0,79.0,6763.5
192.0,639.0,609.0,529.0,6139.5
973.0,921.0,561.0,818.0,8741.0
707.0,475.0,240.0,800.0,5239.0
677.0,731.0,3.0,577.0,4427.5
175.0,379.0,60.0,553.0,2616.5
868.0,264.0,216.0,729.0,4701.5
474.0,665.0,188.0,433.0,4532.5
641.0,926.0,171.0,533.0,5714.5
308.0,121.0,785.0,27.0,4944.5
547.0,728.0,131.0,980.0,5403.0
447.0,782.0,450.0,363.0,6034.5
920.0,347.0,905.0,580.0,8276.0
692.0,733.0,450.0,431.0,6479.5
871.0,614.0,781.0,90.0,7624.0
208.0,898.0,838.0,223.0,7634.5
911.0,815.0,875.0,247.0,9012.5
305.0,208.0,723.0,747.0,5969.5
746.0,298.0,439.0,18.0,4608.0
545.0,384.0,907.0,303.0,7231.5
562.0,616.0,792.0,244.0,7298.0
868.0,47.0,622.0,655.0,5969.5
940.0,537.0,744.0,912.0,8579.0
828.0,308.0,749.0,871.0,7631.5
319.0,845.0,773.0,598.0,7935.0
574.0,690.0,500.0,226.0,6057.0
135.0,912.0,761.0,709.0,7874.5
90.0,842.0,608.0,852.0,7024.0
173.0,581.0,369.0,455.0,4616.5
59.0,179.0,632.0,314.0,4286.0
669.0,931.0,377.0,942.0,7429.0
96.0,235.0,914.0,348.0,5989.0
995.0,47.0,699.0,451.0,6302.5
909.0,207.0,803.0,596.0,7348.0
677.0,670.0,781.0,612.0,8187.0
122.0,506.0,395.0,725.0,4824.5
152.0,571.0,814.0,606.0,6996.0
845.0,592.0,408.0,231.0,5852.5
149.0,475.0,453.0,355.0,4520.5
846.0,527.0,417.0,804.0,6564.0
638.0,723.0,167.0,533.0,5079.5
273.0,403.0,623.0,453.0,5549.5
29.0,370.0,782.0,879.0,6396.5
251.0,719.0,20.0,957.0,4194.5
338.0,599.0,805.0,469.0,7201.5
348.0,426.0,914.0,681.0,7565.5
593.0,206.0,33.0,747.0,3089.5
793.0,379.0,840.0,777.0,8088.5
617.0,743.0,572.0,293.0,6762.5
392.0,502.0,260.0,413.0,4209.5
701.0,707.0,824.0,3.0,7647.5
337.0,170.0,872.0,297.0,5989.5
631.0,828.0,752.0,141.0,7717.5
344.0,579.0,322.0,283.0,4459.5
559.0,42.0,562.0,519.0,4832.5
13.0,864.0,447.0,473.0,5562.5
433.0,469.0,412.0,947.0,5753.5
826.0,416.0,236.0,308.0,4542.0
464.0,484.0,943.0,722.0,8178.0
489.0,297.0,490.0,87.0,4449.5
240.0,908.0,857.0,541.0,8300.5
307.0,137.0,862.0,950.0,6760.0
309.0,376.0,229.0,652.0,3869.0
449.0,7.0,518.0,636.0,4463.0
156.0,890.0,424.0,410.0,5717.0
579.0,315.0,282.0,327.0,4003.5
327.0,103.0,435.0,719.0,4216.5
503.0,182.0,718.0,982.0,6615.0
85.0,57.0,555.0,993.0,4605.5
335.0,845.0,971.0,907.0,9420.5
414.0,609.0,562.0,653.0,6444.5
179.0,53.0,228.0,899.0,3005.5
978.0,572.0,267.0,712.0,6075.0
362.0,194.0,453.0,229.0,3914.5
167.0,484.0,868.0,765.0,7273.5
288.0,610.0,754.0,898.0,7523.0
439.0,497.0,463.0,391.0,5270.5
747.0,956.0,60.0,542.0,5475.0
276.0,462.0,725.0,977.0,7028.5
986.0,626.0,67.0,174.0,4446.0
347.0,1000.0,362.0,897.0,6849.5
342.0,851.0,898.0,859.0,9015.5
484.0,88.0,85.0,497.0,2402.5
33.0,553.0,33.0,392.0,2478.0
