A,B,C,D,target
596.0,211.0,215.0,603.0,3804.5
493.0,76.0,920.0,845.0,7081.5
726.0,236.0,572.0,2.0,5023.0
731.0,853.0,352.0,719.0,6859.5
792.0,756.0,312.0,768.0,6564.0
608.0,731.0,572.0,470.0,6974.0
954.0,602.0,660.0,906.0,8373.0
945.0,433.0,157.0,448.0,4646.0
113.0,840.0,988.0,133.0,7885.5
613.0,154.0,603.0,588.0,5585.0
251.0,742.0,575.0,262.0,5996.0
378.0,816.0,920.0,132.0,8002.0
812.0,321.0,870.0,173.0,7196.5
826.0,438.0,159.0,214.0,4082.0
195.0,328.0,615.0,859.0,5737.5
854.0,77.0,289.0,796.0,4578.0
723.0,99.0,3.0,201.0,2059.5
845.0,127.0,172.0,443.0,3595.5
133.0,227.0,522.0,382.0,4130.0
365.0,749.0,689.0,199.0,6720.5
274.0,59.0,70.0,843.0,2339.5
440.0,847.0,723.0,801.0,8237.5
853.0,894.0,277.0,596.0,6667.0
475.0,731.0,665.0,918.0,7845.0
890.0,278.0,652.0,22.0,5907.0
117.0,275.0,584.0,135.0,4181.5
349.0,246.0,636.0,497.0,5361.5
601.0,792.0,305.0,821.0,6334.5
767.0,597.0,329.0,663.0,5964.5
9.0,292.0,803.0,492.0,5647.0
140.0,157.0,19.0,163.0,1090.5
561.0,685.0,712.0,703.0,7791.5
908.0,362.0,955.0,478.0,8394.0
850.0,848.0,441.0,745.0,7566.5
434.0,950.0,523.0,468.0,7035.0
151.0,788.0,746.0,876.0,7710.0
888.0,300.0,986.0,622.0,8539.0
907.0,354.0,525.0,455.0,6183.5
377.0,896.0,597.0,582.0,7300.0
669.0,373.0,389.0,198.0,4699.0
552.0,851.0,422.0,799.0,6965.5
359.0,212.0,604.0,896.0,5718.0
681.0,342.0,325.0,719.0,5091.5
10.0,136.0,210.0,177.0,1743.5
946.0,353.0,53.0,454.0,3897.0
816.0,469.0,935.0,866.0,9013.0
111.0,170.0,963.0,685.0,6574.5
860.0,854.0,27.0,556.0,5251.0
576.0,1000.0,103.0,278.0,5084.0
810.0,192.0,763.0,234.0,6362.0
820.0,997.0,413.0,845.0,7963.5
308.0,258.0,597.0,287.0,4805.5
263.0,260.0,808.0,112.0,5514.0
242.0,644.0,744.0,677.0,7151.5
48.0,869.0,591.0,70.0,5763.0
170.0,334.0,67.0,660.0,2667.0
593.0,1.0,605.0,706.0,5273.0
144.0,756.0,563.0,435.0,6023.5
404.0,420.0,432.0,801.0,5429.5
424.0,306.0,534.0,711.0,5502.5
769.0,560.0,294.0,204.0,4994.0
35.0,428.0,279.0,720.0,3829.0
284.0,559.0,778.0,605.0,7042.5
439.0,614.0,337.0,467.0,5105.5
869.0,159.0,457.0,700.0,5550.0
96.0,470.0,433.0,511.0,4533.5
620.0,213.0,539.0,33.0,4623.5
659.0,4.0,381.0,673.0,4244.5
961.0,44.0,742.0,872.0,7072.0
70.0,94.0,457.0,381.0,3278.5
562.0,730.0,517.0,950.0,7324.0
185.0,683.0,808.0,43.0,6523.5
430.0,62.0,11.0,114.0,1272.0
928.0,902.0,863.0,19.0,8905.5
32.0,844.0,508.0,27.0,5176.5
349.0,522.0,953.0,456.0,7713.0
380.0,872.0,216.0,606.0,5365.0
540.0,149.0,577.0,454.0,5093.0
811.0,554.0,630.0,216.0,6758.0
429.0,492.0,849.0,166.0,6828.0
12.0,712.0,354.0,82.0,4053.0
981.0,478.0,785.0,401.0,7922.5
265.0,637.0,404.0,994.0,5952.0
558.0,60.0,974.0,58.0,6253.0
664.0,35.0,958.0,122.0,6406.0
241.0,808.0,633.0,507.0,6831.5
401.0,144.0,852.0,397.0,6089.5
181.0,330.0,320.0,545.0,3769.5
479.0,87.0,424.0,364.0,3885.0
369.0,160.0,491.0,731.0,4769.5
278.0,49.0,58.0,438.0,1650.0
51.0,222.0,450.0,942.0,4431.0
385.0,643.0,895.0,211.0,7490.5
505.0,197.0,856.0,574.0,6742.0
747.0,61.0,512.0,365.0,4784.5
339.0,430.0,912.0,291.0,6964.5
386.0,200.0,657.0,394.0,5248.0
27.0,992.0,212.0,524.0,4876.0
946.0,253.0,548.0,352.0,5919.0
647.0,221.0,852.0,374.0,6778.0
391.0,555.0,666.0,936.0,7181.0
298.0,179.0,984.0,13.0,6072.5
520.0,705.0,770.0,407.0,7615.5
994.0,407.0,548.0,49.0,6022.5
601.0,137.0,996.0,192.0,6881.0
276.0,73.0,721.0,746.0,5495.0
527.0,11.0,666.0,8.0,4429.0
909.0,707.0,298.0,46.0,5498.0
216.0,500.0,867.0,812.0,7485.0
266.0,218.0,891.0,96.0,5785.0
652.0,167.0,261.0,176.0,3374.0
12.0,929.0,456.0,388.0,5673.0
315.0,77.0,34.0,885.0,2358.5
553.0,251.0,517.0,683.0,5468.5
663.0,849.0,993.0,279.0,9256.5
932.0,140.0,146.0,865.0,4311.5
248.0,574.0,624.0,716.0,6412.0
538.0,533.0,827.0,489.0,7543.5
864.0,125.0,660.0,966.0,6852.0
763.0,377.0,435.0,534.0,5633.0
586.0,77.0,400.0,343.0,3917.5
121.0,993.0,831.0,781.0,8547.5
81.0,212.0,367.0,465.0,3330.5
306.0,782.0,481.0,130.0,5558.0
317.0,653.0,144.0,896.0,4657.0
790.0,544.0,388.0,5.0,5159.5
9.0,8.0,216.0,40.0,1182.0
758.0,172.0,700.0,477.0,6247.5
261.0,938.0,584.0,738.0,7363.0
983.0,190.0,238.0,477.0,4441.5
564.0,945.0,765.0,808.0,9000.0
346.0,943.0,798.0,320.0,7991.0
981.0,244.0,256.0,517.0,4749.5
84.0,971.0,725.0,398.0,7303.0
860.0,992.0,877.0,352.0,9609.0
461.0,447.0,461.0,660.0,5558.0
112.0,840.0,253.0,534.0,4810.0
836.0,164.0,14.0,906.0,3593.0
858.0,906.0,729.0,993.0,9568.5
574.0,486.0,750.0,421.0,6987.5
861.0,649.0,769.0,351.0,8040.5
465.0,163.0,243.0,202.0,2937.0
438.0,516.0,147.0,544.0,3975.0
188.0,591.0,601.0,672.0,6162.0
67.0,665.0,876.0,955.0,7941.5
970.0,401.0,222.0,546.0,5072.0
996.0,885.0,847.0,922.0,10265.0
701.0,7.0,255.0,466.0,3397.0
669.0,425.0,478.0,326.0,5492.0
318.0,281.0,647.0,113.0,4883.5
979.0,93.0,494.0,585.0,5584.5
203.0,199.0,197.0,829.0,3231.5
310.0,380.0,128.0,334.0,2901.0
472.0,196.0,329.0,210.0,3492.0
464.0,917.0,352.0,297.0,5884.5
615.0,256.0,589.0,270.0,5348.0
770.0,191.0,532.0,380.0,5343.0
451.0,189.0,762.0,29.0,5322.5
880.0,134.0,680.0,235.0,5914.5
169.0,765.0,790.0,705.0,7640.5
166.0,593.0,122.0,783.0,3895.5
442.0,717.0,543.0,556.0,6584.0
349.0,197.0,717.0,444.0,5540.0
755.0,788.0,54.0,33.0,4193.5
998.0,9.0,530.0,195.0,4965.5
704.0,344.0,16.0,920.0,3900.0
151.0,614.0,83.0,145.0,2776.5
145.0,470.0,434.0,844.0,5136.0
506.0,163.0,499.0,775.0,5158.5
172.0,516.0,935.0,246.0,6936.0
538.0,976.0,121.0,17.0,4634.5
998.0,497.0,91.0,144.0,4158.0
89.0,507.0,223.0,618.0,3741.0
712.0,655.0,997.0,447.0,9044.5
209.0,509.0,774.0,243.0,6179.5
439.0,142.0,240.0,81.0,2625.5
873.0,943.0,887.0,119.0,9188.5
108.0,141.0,348.0,183.0,2653.5
287.0,107.0,122.0,876.0,2819.0
54.0,387.0,287.0,143.0,2918.5
463.0,832.0,897.0,68.0,8009.0
477.0,946.0,84.0,795.0,5404.5
86.0,381.0,576.0,857.0,5480.5
315.0,451.0,726.0,437.0,6268.5
454.0,732.0,985.0,475.0,8741.5
411.0,134.0,871.0,698.0,6626.0
987.0,589.0,479.0,28.0,6178.0
225.0,300.0,872.0,704.0,6766.0
808.0,242.0,293.0,219.0,4135.5
38.0,180.0,129.0,580.0,2131.0
570.0,970.0,62.0,766.0,5509.0
190.0,391.0,217.0,112.0,2806.0
18.0,997.0,981.0,515.0,8704.5
998.0,764.0,623.0,607.0,8313.5
442.0,520.0,554.0,787.0,6394.5
478.0,996.0,835.0,988.0,9601.0
146.0,709.0,272.0,791.0,4965.5
67.0,883.0,165.0,736.0,4712.0
672.0,190.0,97.0,702.0,3452.0
373.0,983.0,218.0,556.0,5619.0
631.0,533.0,155.0,82.0,3759.0
249.0,390.0,350.0,217.0,3743.5
834.0,44.0,718.0,770.0,6545.0
792.0,979.0,469.0,558.0,7703.0
896.0,627.0,593.0,184.0,6914.0
883.0,597.0,258.0,143.0,5061.5
473.0,473.0,934.0,208.0,7347.0
856.0,326.0,506.0,960.0,6660.0
386.0,641.0,66.0,777.0,4190.5
725.0,387.0,670.0,855.0,7243.5
333.0,635.0,231.0,470.0,4431.0
865.0,593.0,991.0,841.0,9725.5
637.0,68.0,402.0,51.0,3564.5
0.0,686.0,579.0,688.0,5985.0
928.0,456.0,282.0,688.0,5666.0
655.0,781.0,949.0,764.0,9544.0
702.0,527.0,800.0,152.0,7213.0
6.0,450.0,593.0,632.0,5275.0
533.0,765.0,404.0,544.0,6197.0
527.0,298.0,754.0,98.0,5865.0
884.0,531.0,395.0,40.0,5396.0
190.0,856.0,782.0,716.0,7932.0
285.0,986.0,730.0,731.0,8274.5
31.0,76.0,156.0,90.0,1205.0
118.0,703.0,164.0,607.0,4075.5
75.0,499.0,226.0,531.0,3573.5
604.0,422.0,175.0,70.0,3454.0
393.0,215.0,677.0,242.0,5179.0
236.0,959.0,356.0,598.0,6026.0
500.0,875.0,938.0,1.0,8316.5
260.0,404.0,385.0,351.0,4183.5
627.0,564.0,487.0,31.0,5427.5
473.0,800.0,75.0,571.0,4577.5
296.0,406.0,126.0,771.0,3596.5
615.0,895.0,153.0,220.0,5010.0
74.0,96.0,272.0,762.0,2939.0
874.0,169.0,63.0,515.0,3342.5
57.0,937.0,905.0,936.0,8854.0
821.0,887.0,192.0,497.0,6008.5
136.0,795.0,814.0,55.0,6809.5
353.0,857.0,293.0,558.0,5579.0
720.0,8.0,260.0,407.0,3374.5
27.0,348.0,946.0,286.0,6257.0
762.0,385.0,248.0,596.0,4813.0
282.0,44.0,332.0,189.0,2639.5
149.0,943.0,265.0,963.0,5896.5
343.0,138.0,900.0,503.0,6354.5
141.0,582.0,920.0,890.0,7963.0
122.0,123.0,456.0,756.0,4027.0
273.0,104.0,329.0,799.0,3701.5
961.0,862.0,695.0,790.0,9168.0
168.0,904.0,803.0,472.0,7771.0
588.0,563.0,329.0,375.0,5072.5
531.0,124.0,799.0,802.0,6632.0
972.0,921.0,252.0,43.0,6031.5
220.0,879.0,677.0,934.0,7863.0
569.0,286.0,838.0,185.0,6463.5
269.0,168.0,868.0,118.0,5559.0
816.0,934.0,913.0,287.0,9429.5
723.0,834.0,212.0,90.0,5143.0
423.0,431.0,949.0,653.0,7863.5
493.0,414.0,411.0,226.0,4622.0
839.0,819.0,590.0,771.0,8241.5
226.0,480.0,864.0,750.0,7337.0
553.0,684.0,527.0,899.0,7141.5
540.0,74.0,645.0,728.0,5619.0
587.0,858.0,65.0,181.0,4344.5
929.0,84.0,957.0,922.0,8278.0
679.0,542.0,129.0,181.0,3900.5
743.0,600.0,18.0,703.0,4430.5
362.0,976.0,816.0,560.0,8572.0
764.0,460.0,631.0,945.0,7480.5
316.0,922.0,165.0,202.0,4526.0
31.0,119.0,598.0,281.0,3830.5
651.0,118.0,644.0,550.0,5701.0
836.0,856.0,433.0,120.0,6585.0
105.0,742.0,745.0,6.0,6170.0
162.0,397.0,369.0,40.0,3420.0
970.0,793.0,338.0,209.0,6322.5
251.0,98.0,878.0,257.0,5571.5
284.0,869.0,375.0,896.0,6394.0
201.0,958.0,423.0,765.0,6538.5
183.0,555.0,544.0,727.0,5841.5
668.0,145.0,814.0,671.0,6847.5
686.0,630.0,755.0,268.0,7439.0
910.0,766.0,516.0,493.0,7437.5
667.0,578.0,253.0,716.0,5407.0
854.0,677.0,283.0,411.0,5770.5
441.0,509.0,242.0,335.0,4121.5
686.0,841.0,932.0,817.0,9780.5
975.0,385.0,504.0,972.0,7083.0
272.0,751.0,236.0,29.0,4020.5
679.0,883.0,399.0,12.0,6020.0
688.0,956.0,616.0,794.0,8515.0
70.0,331.0,197.0,543.0,2932.5
342.0,964.0,861.0,406.0,8490.0
527.0,805.0,997.0,165.0,8701.5
740.0,325.0,176.0,135.0,3537.5
93.0,707.0,106.0,625.0,3774.5
237.0,876.0,50.0,564.0,4198.0
545.0,623.0,943.0,414.0,8295.0
540.0,328.0,394.0,921.0,5415.5
301.0,975.0,292.0,267.0,5387.5
84.0,409.0,733.0,146.0,5279.0
813.0,832.0,376.0,138.0,6209.0
867.0,556.0,716.0,708.0,8044.0
9.0,992.0,473.0,440.0,6019.0
789.0,343.0,182.0,873.0,4826.5
72.0,440.0,413.0,649.0,4502.5
923.0,851.0,781.0,811.0,9520.5
360.0,6.0,975.0,812.0,6831.0
606.0,383.0,865.0,138.0,6893.0
679.0,276.0,402.0,618.0,5123.0
875.0,264.0,181.0,234.0,3798.0
109.0,688.0,771.0,414.0,6758.0
815.0,723.0,276.0,698.0,6226.0
477.0,921.0,712.0,17.0,7302.5
92.0,52.0,265.0,599.0,2563.5
538.0,904.0,787.0,776.0,8887.0
209.0,25.0,874.0,899.0,6211.5
133.0,597.0,939.0,743.0,7866.5
876.0,566.0,356.0,501.0,5981.5
536.0,932.0,262.0,186.0,5457.0
277.0,600.0,528.0,122.0,5177.0
709.0,704.0,855.0,656.0,8789.0
704.0,754.0,269.0,944.0,6431.0
782.0,305.0,537.0,1.0,5165.5
234.0,744.0,153.0,95.0,3607.5
899.0,934.0,343.0,879.0,7633.5
671.0,575.0,142.0,349.0,4300.5
118.0,621.0,135.0,391.0,3360.5
530.0,803.0,33.0,689.0,4667.5
15.0,479.0,667.0,991.0,6288.5
571.0,448.0,68.0,830.0,4071.0
372.0,300.0,799.0,557.0,6474.5
380.0,487.0,860.0,123.0,6705.5
569.0,631.0,214.0,445.0,4768.5
437.0,827.0,863.0,916.0,9044.0
708.0,98.0,7.0,155.0,1977.5
306.0,447.0,43.0,94.0,2309.0
595.0,967.0,57.0,735.0,5478.5
254.0,482.0,435.0,703.0,5183.5
459.0,542.0,706.0,422.0,6707.0
397.0,218.0,193.0,868.0,3715.0
494.0,275.0,123.0,118.0,2605.0
515.0,442.0,300.0,281.0,4277.5
822.0,743.0,783.0,413.0,8407.5
554.0,59.0,584.0,774.0,5366.0
45.0,395.0,611.0,675.0,5342.5
916.0,817.0,36.0,165.0,4710.5
362.0,684.0,754.0,445.0,7213.5
933.0,261.0,627.0,545.0,6601.5
103.0,345.0,741.0,824.0,6182.0
138.0,584.0,153.0,332.0,3291.0
491.0,892.0,210.0,463.0,5402.5
398.0,729.0,522.0,124.0,5779.0
161.0,852.0,736.0,387.0,7138.5
516.0,547.0,979.0,103.0,7722.5
526.0,69.0,889.0,806.0,6913.0
101.0,928.0,383.0,76.0,5015.0
688.0,47.0,69.0,293.0,2301.5
445.0,105.0,771.0,758.0,6197.0
748.0,795.0,911.0,638.0,9393.0
832.0,184.0,8.0,558.0,3093.0
100.0,996.0,881.0,504.0,8349.0
49.0,189.0,27.0,975.0,2262.5
649.0,408.0,301.0,946.0,5446.0
170.0,745.0,576.0,300.0,5905.0
215.0,438.0,546.0,342.0,4987.0
6.0,111.0,429.0,409.0,3103.5
147.0,925.0,150.0,388.0,4401.0
549.0,280.0,952.0,117.0,6873.5
367.0,22.0,75.0,613.0,2094.5
208.0,412.0,401.0,813.0,4876.5
842.0,828.0,983.0,704.0,10139.0
641.0,778.0,975.0,733.0,9590.5
783.0,957.0,615.0,430.0,8157.0
52.0,597.0,685.0,842.0,6583.0
135.0,259.0,536.0,60.0,3817.0
84.0,126.0,710.0,669.0,5099.5
567.0,958.0,566.0,295.0,7280.5
773.0,24.0,394.0,356.0,4122.0
143.0,676.0,131.0,379.0,3537.5
422.0,875.0,505.0,312.0,6462.0
964.0,390.0,143.0,110.0,3978.0
355.0,366.0,562.0,333.0,5117.5
548.0,748.0,764.0,868.0,8462.0
670.0,650.0,220.0,932.0,5788.0
75.0,108.0,992.0,247.0,5804.5
323.0,625.0,47.0,498.0,3503.0
441.0,691.0,704.0,290.0,6910.0
495.0,616.0,739.0,45.0,6600.5
14.0,176.0,888.0,334.0,5497.0
954.0,997.0,355.0,204.0,6980.0
736.0,556.0,754.0,109.0,7073.5
69.0,891.0,129.0,872.0,4764.0
912.0,662.0,70.0,868.0,5462.0
864.0,221.0,928.0,531.0,7827.5
273.0,958.0,91.0,676.0,4889.0
842.0,88.0,807.0,426.0,6622.0
578.0,258.0,99.0,704.0,3481.0
707.0,246.0,598.0,423.0,5776.5
278.0,100.0,757.0,334.0,5142.0
127.0,877.0,726.0,769.0,7668.5
382.0,569.0,482.0,424.0,5517.0
532.0,946.0,485.0,179.0,6595.5
328.0,240.0,52.0,937.0,3041.5
467.0,389.0,13.0,298.0,2613.0
343.0,427.0,140.0,263.0,3061.5
579.0,671.0,822.0,700.0,8331.0
546.0,459.0,63.0,694.0,3825.0
886.0,500.0,400.0,864.0,6568.0
183.0,441.0,821.0,67.0,5894.5
608.0,663.0,690.0,46.0,6724.0
638.0,320.0,463.0,120.0,4731.0
375.0,668.0,371.0,777.0,5774.5
994.0,250.0,953.0,208.0,7815.0
448.0,41.0,205.0,832.0,3292.0
221.0,800.0,910.0,468.0,8094.0
590.0,208.0,455.0,71.0,4185.5
855.0,129.0,707.0,749.0,6755.5
517.0,372.0,582.0,432.0,5708.0
901.0,279.0,829.0,550.0,7609.0
457.0,911.0,533.0,245.0,6679.5
814.0,759.0,426.0,586.0,6914.0
994.0,845.0,511.0,416.0,7702.0
756.0,650.0,490.0,839.0,7170.5
235.0,412.0,745.0,704.0,6487.0
335.0,599.0,273.0,816.0,5056.0
502.0,689.0,919.0,254.0,8047.0
869.0,839.0,851.0,680.0,9530.0
873.0,378.0,100.0,230.0,3725.0
713.0,931.0,530.0,402.0,7472.0
942.0,591.0,385.0,936.0,6986.0
323.0,484.0,314.0,918.0,5045.0
69.0,336.0,338.0,341.0,3347.5
665.0,411.0,22.0,371.0,3229.5
308.0,316.0,753.0,749.0,6452.5
6.0,209.0,449.0,789.0,4067.5
428.0,58.0,770.0,7.0,4890.5
443.0,44.0,403.0,256.0,3417.0
832.0,371.0,469.0,264.0,5518.0
306.0,156.0,604.0,350.0,4625.0
823.0,33.0,235.0,680.0,3940.0
815.0,549.0,229.0,433.0,5071.5
37.0,813.0,976.0,491.0,8129.5
600.0,364.0,365.0,678.0,5134.0
865.0,616.0,991.0,798.0,9730.0
232.0,283.0,449.0,372.0,4116.0
4.0,915.0,866.0,325.0,7570.5
820.0,695.0,750.0,239.0,7833.5
600.0,379.0,775.0,819.0,7440.5
64.0,572.0,518.0,895.0,5776.5
353.0,93.0,905.0,916.0,6884.0
278.0,988.0,54.0,940.0,5200.0
412.0,465.0,736.0,334.0,6400.0
982.0,46.0,292.0,437.0,4217.5
435.0,425.0,84.0,767.0,3715.5
392.0,543.0,733.0,428.0,6720.0
490.0,499.0,225.0,400.0,4202.0
497.0,201.0,655.0,474.0,5583.0
294.0,208.0,949.0,979.0,7425.5
450.0,291.0,341.0,249.0,3851.5
544.0,445.0,731.0,651.0,7054.5
758.0,308.0,776.0,461.0,7011.5
838.0,752.0,97.0,680.0,5437.0
222.0,987.0,338.0,581.0,5966.5
639.0,460.0,153.0,660.0,4413.0
333.0,736.0,828.0,944.0,8430.0
863.0,481.0,193.0,704.0,5190.0
548.0,582.0,23.0,218.0,3284.0
251.0,509.0,334.0,500.0,4449.0
906.0,497.0,696.0,859.0,8071.5
733.0,148.0,195.0,701.0,3936.5
932.0,571.0,69.0,843.0,5186.5
938.0,760.0,26.0,194.0,4577.0
869.0,310.0,505.0,564.0,6039.0
539.0,731.0,159.0,360.0,4606.0
211.0,128.0,475.0,332.0,3679.0
613.0,619.0,366.0,991.0,6399.5
396.0,866.0,323.0,705.0,6062.5
196.0,436.0,690.0,452.0,5828.0
421.0,330.0,755.0,46.0,5676.0
556.0,678.0,58.0,121.0,3617.5
359.0,326.0,990.0,820.0,7876.0
310.0,357.0,854.0,255.0,6343.5
843.0,629.0,585.0,793.0,7687.5
174.0,833.0,459.0,393.0,5731.5
914.0,859.0,42.0,647.0,5585.5
732.0,483.0,635.0,750.0,7213.0
518.0,375.0,408.0,377.0,4766.5
372.0,415.0,765.0,310.0,6279.0
622.0,107.0,597.0,95.0,4692.5
596.0,143.0,237.0,587.0,3686.5
865.0,466.0,443.0,510.0,6108.0
825.0,371.0,517.0,424.0,5984.0
866.0,989.0,717.0,40.0,8344.0
108.0,394.0,664.0,193.0,5007.5
0.0,747.0,495.0,794.0,5907.0
347.0,342.0,21.0,61.0,1916.5
895.0,252.0,11.0,845.0,3868.5
467.0,308.0,869.0,516.0,6977.0
2.0,562.0,447.0,701.0,4976.5
37.0,838.0,306.0,590.0,5003.0
383.0,320.0,892.0,197.0,6481.5
187.0,148.0,401.0,86.0,2952.0
446.0,578.0,770.0,782.0,7649.0
950.0,382.0,900.0,554.0,8377.0
466.0,686.0,420.0,801.0,6291.5
8.0,388.0,629.0,114.0,4496.0
38.0,255.0,482.0,759.0,4389.5
82.0,760.0,876.0,866.0,8123.0
178.0,588.0,209.0,640.0,4125.0
985.0,384.0,170.0,953.0,5401.5
493.0,326.0,272.0,268.0,3726.0
399.0,905.0,711.0,408.0,7680.0
90.0,938.0,99.0,712.0,4557.0
33.0,21.0,283.0,892.0,2882.0
692.0,695.0,978.0,286.0,8788.0
900.0,376.0,224.0,624.0,4984.0
280.0,272.0,368.0,723.0,4300.5
610.0,330.0,929.0,950.0,8280.0
831.0,738.0,536.0,637.0,7511.5
267.0,377.0,263.0,282.0,3403.0
789.0,721.0,411.0,190.0,6081.0
437.0,330.0,580.0,817.0,5989.5
348.0,86.0,152.0,329.0,2207.5
693.0,455.0,560.0,77.0,5666.5
55.0,855.0,940.0,133.0,7574.5
961.0,95.0,425.0,965.0,5779.5
416.0,681.0,43.0,515.0,3862.5
923.0,557.0,3.0,524.0,4318.0
77.0,490.0,987.0,868.0,7861.0
374.0,119.0,531.0,192.0,4048.0
681.0,52.0,590.0,660.0,5458.0
424.0,606.0,838.0,805.0,8063.5
220.0,465.0,817.0,445.0,6587.5
661.0,649.0,283.0,363.0,5228.5
231.0,182.0,411.0,90.0,3198.0
636.0,14.0,892.0,502.0,6527.0
785.0,591.0,358.0,277.0,5548.5
83.0,122.0,105.0,453.0,1736.5
365.0,994.0,333.0,291.0,5813.5
460.0,443.0,120.0,224.0,3185.0
877.0,829.0,435.0,683.0,7440.5
730.0,913.0,489.0,496.0,7388.0
138.0,330.0,689.0,728.0,5803.0
479.0,477.0,933.0,549.0,7877.5
932.0,11.0,474.0,982.0,5740.0
33.0,432.0,687.0,178.0,5064.0
133.0,911.0,313.0,164.0,4810.0
283.0,883.0,464.0,967.0,6985.5
331.0,288.0,324.0,880.0,4466.0
148.0,883.0,103.0,445.0,4127.5
48.0,745.0,380.0,587.0,5111.5
217.0,470.0,934.0,156.0,6748.0
836.0,378.0,47.0,334.0,3542.0
134.0,821.0,411.0,935.0,6188.5
76.0,845.0,67.0,436.0,3676.0
532.0,511.0,525.0,250.0,5597.0
865.0,124.0,46.0,758.0,3469.0
114.0,694.0,813.0,302.0,6828.0
890.0,670.0,760.0,504.0,8346.0
106.0,537.0,381.0,745.0,4845.5
811.0,418.0,395.0,390.0,5436.0
607.0,182.0,76.0,654.0,3121.0
816.0,233.0,265.0,811.0,4872.5
259.0,617.0,394.0,704.0,5395.0
867.0,727.0,827.0,146.0,8269.0
470.0,792.0,554.0,173.0,6345.5
949.0,749.0,888.0,819.0,9813.5
144.0,138.0,649.0,517.0,4722.5
158.0,111.0,895.0,448.0,5796.0
614.0,530.0,63.0,426.0,3772.0
115.0,192.0,901.0,593.0,6200.5
642.0,739.0,573.0,671.0,7372.5
866.0,648.0,79.0,253.0,4450.5
1000.0,482.0,764.0,847.0,8536.5
407.0,570.0,710.0,574.0,6935.0
33.0,391.0,506.0,709.0,4832.5
968.0,299.0,187.0,642.0,4731.0
542.0,414.0,153.0,601.0,3992.5
561.0,507.0,643.0,162.0,6101.0
97.0,95.0,350.0,622.0,3162.0
467.0,744.0,769.0,355.0,7543.5
490.0,208.0,322.0,448.0,3886.0
825.0,468.0,751.0,481.0,7530.5
520.0,899.0,499.0,469.0,6935.5
374.0,317.0,221.0,372.0,3362.0
798.0,475.0,785.0,499.0,7694.5
918.0,282.0,286.0,700.0,5162.0
105.0,0.0,953.0,587.0,5855.5
682.0,354.0,202.0,582.0,4309.0
505.0,998.0,601.0,33.0,7058.5
75.0,285.0,601.0,726.0,5099.0
523.0,698.0,273.0,316.0,4979.0
272.0,137.0,357.0,22.0,2773.0
902.0,418.0,981.0,844.0,9229.0
166.0,642.0,520.0,346.0,5377.0
361.0,324.0,236.0,286.0,3303.0
976.0,709.0,216.0,93.0,5298.5
851.0,591.0,274.0,540.0,5655.0
468.0,411.0,696.0,833.0,6898.5
119.0,317.0,179.0,643.0,3048.5
895.0,502.0,699.0,128.0,6983.0
457.0,923.0,88.0,979.0,5591.5
349.0,762.0,513.0,843.0,6813.5
979.0,565.0,273.0,47.0,5088.5
903.0,773.0,94.0,773.0,5754.5
625.0,728.0,613.0,19.0,6527.5
11.0,9.0,302.0,719.0,2637.5
582.0,494.0,941.0,41.0,7412.5
358.0,651.0,691.0,455.0,6806.5
876.0,425.0,526.0,704.0,6713.0
384.0,613.0,892.0,974.0,8528.0
891.0,742.0,225.0,5.0,5140.5
494.0,702.0,43.0,303.0,3763.5
828.0,226.0,596.0,446.0,5983.0
924.0,197.0,471.0,881.0,6115.5
42.0,364.0,764.0,390.0,5581.0
450.0,468.0,516.0,986.0,6363.0
38.0,392.0,713.0,15.0,4839.5
123.0,963.0,45.0,915.0,4732.5
387.0,471.0,626.0,327.0,5807.5
854.0,575.0,148.0,73.0,4282.5
970.0,434.0,961.0,843.0,9311.5
18.0,613.0,255.0,406.0,3759.0
140.0,513.0,898.0,253.0,6688.5
27.0,828.0,581.0,575.0,6305.5
288.0,384.0,702.0,172.0,5496.0
213.0,450.0,691.0,815.0,6453.5
314.0,665.0,198.0,217.0,3938.5
818.0,969.0,768.0,643.0,9347.5
838.0,299.0,661.0,728.0,6970.0
799.0,340.0,772.0,267.0,6878.5
936.0,608.0,71.0,664.0,5047.0
91.0,931.0,935.0,284.0,8076.0
403.0,239.0,842.0,78.0,5850.0
63.0,782.0,35.0,846.0,3916.0
937.0,627.0,680.0,183.0,7429.5
827.0,164.0,198.0,551.0,3962.5
470.0,55.0,724.0,192.0,5013.0
798.0,252.0,493.0,610.0,5732.0
970.0,39.0,270.0,262.0,3800.0
760.0,232.0,582.0,238.0,5483.0
21.0,140.0,275.0,798.0,3034.0
830.0,941.0,463.0,125.0,6985.5
235.0,869.0,616.0,64.0,6253.0
941.0,655.0,92.0,179.0,4575.5
917.0,428.0,677.0,519.0,7281.5
678.0,462.0,983.0,543.0,8471.5
370.0,590.0,93.0,146.0,3194.0
880.0,440.0,321.0,780.0,5855.0
240.0,893.0,860.0,123.0,7643.5
886.0,304.0,432.0,490.0,5579.0
0.0,222.0,295.0,716.0,3215.0
466.0,591.0,953.0,499.0,8218.5
138.0,699.0,15.0,985.0,3925.5
970.0,567.0,759.0,152.0,7664.0
118.0,840.0,262.0,243.0,4430.5
117.0,56.0,818.0,749.0,5615.5
160.0,120.0,898.0,608.0,6082.0
509.0,262.0,368.0,845.0,4911.5
464.0,32.0,284.0,556.0,3278.0
482.0,244.0,531.0,491.0,5087.5
381.0,981.0,58.0,502.0,4748.0
